2025-07-14,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-15.61
2025-07-15,'IC* INSTACART Card Purchase SAN FRANCISCO CA',-58.46
2025-07-15,'VESTA *AT&T PREPAID Card Purchase 5400 MEADOWS RD 5TH FL 866-608-3007 OR',-52.29
2025-07-15,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-13.57
2025-07-15,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-9.42
2025-07-15,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-11.26
2025-07-16,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-9.42
2025-07-17,'MCDONALD'S F109 Card Purchase 1800 28TH STREET BOULDER CO',-26.21
2025-07-17,'414 GREAT CLIPS AT 041 Card Purchase 2711 ARAPAHOE AVE BOULDER CO',-39.0
2025-07-17,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-3.04
2025-07-18,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-9.42
2025-07-18,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-3.04
2025-07-19,'MASABI_RTD Card Purchase 1600 Blake St 303-299-6000 CO',-2.7
2025-07-19,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA DR US BOULDER CO',-3.22
2025-07-19,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-9.42
2025-07-20,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA DR US BOULDER CO',-2.89
2025-07-20,'KING SOOPERS #00 Card Purch W/ Cash Back 3600 TABLE MESA US BOULDER CO',-64.51
2025-07-20,'RIPPLE FROZEN YO Card Purchase RIPPLE FROZEN YO BOULDER CO',-4.49
2025-07-21,'KING SOOPERS #00 3600 TABLE MESA DR US BOULDER CO',-3.22
2025-07-22,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-9.42
2025-07-23,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-9.42
2025-07-23,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA DR US BOULDER CO',-3.22
2025-07-25,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA DR US BOULDER CO',-3.22
2025-07-25,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-3.04
2025-07-25,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-9.42
2025-07-26,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA DR US BOULDER CO',-3.22
2025-07-26,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-2.65
2025-07-27,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA DR US BOULDER CO',-3.22
2025-07-27,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-9.42
2025-07-27,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-4.08
2025-07-28,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA DR US BOULDER CO',-3.22
2025-07-28,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-5.45
2025-07-29,'MASABI_RTD Card Purchase 1600 Blake St 303-299-6000 CO',-2.7
2025-07-29,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA DR US BOULDER CO',-3.22
2025-07-30,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-9.42
2025-07-30,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA DR US BOULDER CO',-3.22
2025-07-30,'MASABI_RTD Card Purchase 1600 Blake St 303-299-6000 CO',-2.7
2025-07-30,'MCDONALD'S F109 Card Purchase 1800 28TH STREET BOULDER CO',-19.24
2025-07-30,'KING SOOPERS #00 Card Purchase 3600 TABLE MESA US BOULDER CO',-5.45
